movieId,title,actors,director,keyWords,similarMovies,watchProviders
8833,Vanity Fair (2004),"Reese Witherspoon, James Purefoy, Jonathan Rhys Meyers, Romola Garai, Gabriel Byrne",Mira Nair,"london, england, british empire, lover, advancement, aristocrat","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, The Four Feathers, John Tucker Must Die, Microcosmos","Starz Apple TV Channel, Starz Roku Premium Channel, Starz, DIRECTV, Starz Amazon Channel"
8835,Paparazzi (2004),"Cole Hauser, Robin Tunney, Dennis Farina, Daniel Baldwin, Tom Sizemore",Paul Abascal,"blackmail, paparazzi, suspicion, video surveillance, revenge","Tristan & Isolde, Just Cause, The Four Feathers, S.W.A.T., The Longest Yard","Max, Max Amazon Channel, HBO Max, DIRECTV"
8836,Wicker Park (2004),"Josh Hartnett, Rose Byrne, Matthew Lillard, Diane Kruger, Christopher Cousins",Paul McGuigan,"love of one's life, leave, look-alike, intrigue","Return to Me, An Officer and a Gentleman, In the Name of the King: A Dungeon Siege Tale, Chasing Amy, Cold Mountain",Hoopla
8838,Alice Doesn't Live Here Anymore (1974),"Ellen Burstyn, Kris Kristofferson, Alfred Lutter, Harvey Keitel, Diane Ladd",Martin Scorsese,"waitress, arizona, widow, son, road trip","To Wong Foo, Thanks for Everything! Julie Newmar, The Full Monty, Viva Las Vegas, Days of Thunder, Me, Myself & Irene",Criterion Channel
8840,Who's That Knocking at My Door? (1967),"Zina Bethune, Harvey Keitel, Anne Collette, Lennard Kuras, Michael Scala",Martin Scorsese,"italian american, catholic guilt","Married to the Mob, Moonstruck, 2 Days in Paris, Paradise Alley, Do the Right Thing",
8844,Camera Buff (Amator) (1979),"Jerzy Stuhr, Malgorzata Zabkowska, Ewa Pokas, Stefan Czyżewski, Jerzy Nowak",Krzysztof Kieślowski,"factory worker, factory, super 8mm, marital problem","Living in Oblivion, The Blair Witch Project, Dancer in the Dark, Bee Movie, The Machinist",Criterion Channel
8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)","Franco Interlenghi, Alberto Sordi, Franco Fabrizi, Leopoldo Trieste, Riccardo Fellini",Federico Fellini,"ladykiller, pregnancy, friendship, neo realism, italian neo realism","Beautiful Girls, Look Who's Talking Too, Look Who's Talking, Patients, 2:37","Max, HBO Max, Max Amazon Channel, Criterion Channel"
8860,Cellular (2004),"Chris Evans, Kim Basinger, Jason Statham, William H. Macy, Noah Emmerich",David R. Ellis,"bank, telephone, police, psychopath, los angeles, california","Confidential Assignment, The Cave, Police Story, Harlem Nights, The Four Feathers","DIRECTV, Cinemax Amazon Channel"
8861,Resident Evil: Apocalypse (2004),"Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann, Sophie Vavasseur",Alexander Witt,"martial arts, mutant, dystopia, rescue, conspiracy","Police Story, Hot Shots! Part Deux, Eraser, Hudson Hawk, Mortal Kombat",Netflix
8864,Mr. 3000 (2004),"Bernie Mac, Angela Bassett, Michael Rispoli, Brian J. White, Dondre Whitfield",Charles Stone III,"baseball, sports","1:1 Thierry Henry, Blue Crush, The Longest Yard, Nacho Libre, Jerry Maguire",Hoopla
8865,Sky Captain and the World of Tomorrow (2004),"Jude Law, Gwyneth Paltrow, Angelina Jolie, Bai Ling, Giovanni Ribisi",Kerry Conran,"london, england, himalaya mountain range, journalist, killer robot, computer war","The Avengers, The Man Who Knew Too Little, A Knight's Tale, Runaway, Garfield: A Tail of Two Kitties","Max, HBO Max, Max Amazon Channel, DIRECTV"
8866,Wimbledon (2004),"Kirsten Dunst, Paul Bettany, Sam Neill, Jon Favreau, Bernard Hill",Richard Loncraine,"tennis, new love, tennis player, sports, wimbledon","1:1 Thierry Henry, The American President, Blue Crush, The Longest Yard, Nacho Libre",
8869,First Daughter (2004),"Katie Holmes, Marc Blucas, Amerie, Michael Keaton, Margaret Colin",Forest Whitaker,"usa president, undercover, college, daughter, romantic comedy","Police Story, Love Story, The American President, The Good Son, American Dreamz",
8870,"Forgotten, The (2004)","Julianne Moore, Dominic West, Gary Sinise, Anthony Edwards, Alfre Woodard",Joseph Ruben,"loss of loved one, motel, airplane, delusion, grief","Flightplan, Cliffhanger, The Edge, Election, The Whale",Hulu
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)","Gael García Bernal, Rodrigo de la Serna, Mercedes Morán, Mía Maestro, Jean Pierre Noher",Walter Salles,"based on novel or book, revolution, communist, asthma, peru","Just Cause, Love Story, The Sword in the Stone, Nineteen Eighty-Four, The Jungle Book",
8874,Shaun of the Dead (2004),"Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis, Dylan Moran",Edgar Wright,"london, england, surrey, satire, slacker, friends","Living in Oblivion, Harlem Nights, Hot Shots! Part Deux, Ali G Indahouse, Thesis",Amazon Prime Video
8875,"Come Back, Little Sheba (1952)","Burt Lancaster, Shirley Booth, Terry Moore, Richard Jaeckel, Philip Ober",Daniel Mann,"dream, marriage, lodger, alcoholism, based on play or musical","10, Waking Life, Click, Babe: Pig in the City, Belle and Sebastian 3: The Last Chapter",
8879,Murder on the Orient Express (1974),"Albert Finney, Lauren Bacall, Martin Balsam, Ingrid Bergman, Jacqueline Bisset",Sidney Lumet,"detective, based on novel or book, repayment, passenger, orient express","Confidential Assignment, Just Cause, Love Story, The Sword in the Stone, Broken Arrow","fuboTV, Hoopla"
8880,Mask (1985),"Cher, Sam Elliott, Eric Stoltz, Estelle Getty, Richard Dysart",Peter Bogdanovich,"deformation, rocker, falling in love, single mother, disabled","Medicine Man, John Tucker Must Die, Jerry Maguire, Les Anneaux de Bicêtre, Closer",
8894,Orca: The Killer Whale (1977),"Richard Harris, Charlotte Rampling, Will Sampson, Bo Derek, Keenan Wynn",Michael Anderson,"ship, whale, marine biologist, fisherman, newfoundland and labrador","Free Willy 2: The Adventure Home, Maverick, Anaconda, The Fly, The Edge","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
8905,1492: Conquest of Paradise (1992),"Gérard Depardieu, Armand Assante, Sigourney Weaver, Loren Dean, Ángela Molina",Ridley Scott,"indigenous, discovery of america, the new world, native american, christopher columbus","Young Guns II, Ace Ventura: When Nature Calls, Maverick, The Last of the Mohicans, Asterix Conquers America",CBS
8906,Cannibal Holocaust (1980),"Robert Kerman, Francesca Ciardi, Perry Pirkanen, Luca Barbareschi, Salvatore Basile",Ruggero Deodato,"rape, adultery, movie business, culture clash, snake","Just Cause, Living in Oblivion, Medicine Man, S1m0ne, Thesis","AMC+ Roku Premium Channel, Fandor, Shudder, Screambox, Night Flight Plus"
8907,Shark Tale (2004),"Will Smith, Robert De Niro, Renée Zellweger, Jack Black, Angelina Jolie",Vicky Jenson,"fish, hero, mission of murder, threat of death, secret love","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos, The Jungle Book","Netflix, Netflix basic with Ads"
8908,Ladder 49 (2004),"Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick, Morris Chestnut",Jay Russell,"fire, hero, rescue, disaster, firefighting","Hot Shots! Part Deux, The Core, The Mask of Zorro, The Edge, Johnny English",
8910,I Heart Huckabees (2004),"Jason Schwartzman, Isabelle Huppert, Dustin Hoffman, Lily Tomlin, Jude Law",David O. Russell,"detective, jealousy, protest, wife, celebrity","Confidential Assignment, Harlem Nights, Snow White: A Tale of Terror, The Four Feathers, Witness","Max, Max Amazon Channel, HBO Max, DIRECTV"
8911,Raise Your Voice (2004),"Hilary Duff, Oliver James, David Keith, Johnny Lewis, Rita Wilson",Sean McNamara,"life's dream, aspiring singer, singer, death of brother, grieving","The Craft, The Faculty, American Dreamz, The Descent, Woodstock",
8912,Taxi (2004),"Queen Latifah, Jimmy Fallon, Gisele Bündchen, Henry Simmons, Jennifer Esposito",Tim Story,"new york city, detective, taxi driver, idiot, dangerous","Confidential Assignment, 1:1 Thierry Henry, To Wong Foo, Thanks for Everything! Julie Newmar, Down Periscope, Witness","Max, Max Amazon Channel, HBO Max, DIRECTV"
8914,Primer (2004),"Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya, Carrie Crawford",Shane Carruth,"distrust, garage, identity crisis, time travel, time machine","The Stronghold, Click, The Time Machine, The Time Machine, Lost in Space",
8915,Stage Beauty (2004),"Claire Danes, Billy Crudup, Derek Hutchinson, Mark Letheren, Tom Wilkinson",Richard Eyre,"duke, based on play or musical, 17th century","To Wong Foo, Thanks for Everything! Julie Newmar, The Man in the Iron Mask, The Third One, The Whale, 2:37",
8916,Shall We Dance? (2004),"Richard Gere, Jennifer Lopez, Susan Sarandon, Stanley Tucci, Lisa Ann Walter",Peter Chelsom,"jealousy, husband wife relationship, dancing master, musical, love","10, Snow White: A Tale of Terror, Jingle All the Way, American Dreamz, The Jungle Book","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
8917,Team America: World Police (2004),"Kristen Miller, Chelsea Marguerite, Masasa Moyo, Daran Norris, Fred Tatasciore",Trey Parker,"paris, france, france, cairo, capitalism, loss of loved one","The Element of Crime, Hot Shots! Part Deux, The Man in the Iron Mask, Flightplan, The Scorpion King","Max, HBO Max, Max Amazon Channel, DIRECTV"
8918,Eulogy (2004),"Hank Azaria, Jesse Bradford, Zooey Deschanel, Glenne Headly, Famke Janssen",Michael Clancy,"funeral, family secrets, dysfunctional family, death in family, family conflict","The Royal Tenenbaums, Johnny English, Back to Burgundy, Things We Lost in the Fire, The Curious Case of Benjamin Button",
8919,P.S. (2004),"Laura Linney, Gabriel Byrne, Lois Smith, Paul Rudd, Topher Grace",Dylan Kidd,"new york city, painter, confession, based on novel or book, artist","1:1 Thierry Henry, Just Cause, Love Story, The Sword in the Stone, To Wong Foo, Thanks for Everything! Julie Newmar",Amazon Prime Video
8920,"Country Girl, The (1954)","Bing Crosby, Grace Kelly, William Holden, Anthony Ross, Gene Reynolds",George Seaton,"diva, stage fright, backstage, based on play or musical, alcoholic","The Last Boy Scout, Man on Fire, The Whale, Born on the Fourth of July, Closer",Paramount Plus Apple TV Channel 
8921,"Rose Tattoo, The (1955)","Anna Magnani, Burt Lancaster, Marisa Pavan, Ben Cooper, Virginia Grey",Daniel Mann,"tattoo, loss of loved one, italian american, louisiana, widow","Flightplan, The Whale, Solaris, Breakdown, Liberty Stands Still",
8928,"Fearless Vampire Killers, The (1967)","Jack MacGowran, Roman Polanski, Alfie Bass, Jessie Robins, Sharon Tate",Roman Polanski,"professor, vampire, cult film","Just Cause, Living in Oblivion, Mad Max Beyond Thunderdome, El Mariachi, Bordello of Blood",
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)","Dominique Michel, Dorothée Berryman, Louise Portal, Pierre Curzi, Rémy Girard",Denys Arcand,,"Vive L'Amour, The Loss of Sexual Innocence, The Good Girls, That Cold Day in the Park, Mademoiselle","Hoopla, OVID"
8934,Bebe's Kids (1992),"Robin Harris, Faizon Love, Vanessa Bell Calloway, Wayne Collins Jr., Marques Houston",Bruce W. Smith,"pirate, theme park, adult animation, kids in peril, stand-up comedian","DodgeBall: A True Underdog Story, South Park: Bigger, Longer & Uncut, The Princess Bride, Westworld, Stardust","Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel, CBS"
8937,Friday Night Lights (2004),"Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke, Jay Hernandez",Peter Berg,"american football, based on novel or book, texas, career, season","1:1 Thierry Henry, Just Cause, Love Story, The Sword in the Stone, The Four Feathers","Netflix, Netflix basic with Ads"
8938,Tarnation (2003),"Renee Leblanc, Adolph Davis, Jonathan Caouette, Rosemary Davis, David Sanin Paz",Jonathan Caouette,"schizophrenia, rape, texas, loss of sense of reality, foster parents","Just Cause, Waking Life, To Wong Foo, Thanks for Everything! Julie Newmar, The Good Son, Thesis",
8939,"Final Cut, The (2004)","Robin Williams, Mira Sorvino, Jim Caviezel, Mimi Kuzyk, Stephanie Romanov",Omar Naim,"microchip, dying and death, boss","Final Destination 3, Click, Renaissance, Stardust, Dancer in the Dark",DIRECTV
8943,Being Julia (2004),"Annette Bening, Jeremy Irons, Miriam Margolyes, Bruce Greenwood, Michael Gambon",István Szabó,"london, england, channel islands, older woman younger man relationship, 1930s, stage actress","The Avengers, The Man Who Knew Too Little, A Knight's Tale, Garfield: A Tail of Two Kitties, The Sting",
8946,Surviving Christmas (2004),"Ben Affleck, James Gandolfini, Christina Applegate, Catherine O'Hara, Josh Zuckerman",Mike Mitchell,"holiday, romantic comedy, christmas","The Family Stone, Jingle All the Way, Glass Chin, You've Got Mail, Go",Hoopla
8947,"Grudge, The (2004)","Sarah Michelle Gellar, Jason Behr, William Mapother, Clea DuVall, KaDee Strickland",Takashi Shimizu,"nurse, house, remake, curse, tokyo, japan","The Brady Bunch Movie, Welcome to Collinwood, The Longest Yard, The Man in the Iron Mask, Thir13en Ghosts","Starz Roku Premium Channel, Sling TV Orange and Blue"
8948,Alfie (2004),"Jude Law, Marisa Tomei, Omar Epps, Jane Krakowski, Renée Taylor",Charles Shyer,"new york city, cheating, flirt, lover, older woman seduces younger guy","1:1 Thierry Henry, Only You, To Wong Foo, Thanks for Everything! Julie Newmar, Welcome to Collinwood, The Longest Yard","Max, HBO Max, Max Amazon Channel, DIRECTV"
8949,Sideways (2004),"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke",Alexander Payne,"california, based on novel or book, golf, wine, road trip","Just Cause, Love Story, The Sword in the Stone, To Wong Foo, Thanks for Everything! Julie Newmar, Ali G Indahouse","DIRECTV, Cinemax Amazon Channel"
8950,The Machinist (2004),"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside",Brad Anderson,"factory, insomnia, post it, machinist, osha","The Fugitive, The Talk of the Town, The Idiot, Braxton Butcher, Dragons Forever","Amazon Prime Video, fuboTV, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel, MGM Plus Roku Premium Channel, MGM Plus"
8951,Vera Drake (2004),"Imelda Staunton, Phil Davis, Sally Hawkins, Daniel Mays, Eddie Marsan",Mike Leigh,"england, mother role, pregnancy, women's prison, police","Confidential Assignment, Harlem Nights, 11:14, Monster House, Transporter 2",Hoopla
8952,Falling Angels (2003),"Miranda Richardson, Callum Keith Rennie, Katharine Isabelle, Kristin Adams, Kett Turton",Scott Smith,,,Film Movement Plus
8954,Lightning in a Bottle (2004),"Gregg Allman, Solomon Burke, Bill Cosby, Chuck D, Buddy Guy",Antoine Fuqua,,,
8955,Undertow (2004),"Jamie Bell, Josh Lucas, Dermot Mulroney, Devon Alan, Kristen Stewart",David Gordon Green,"runaway, river, uncle, grandparents, dysfunctional family","Broken Arrow, Bound, Thir13en Ghosts, Fallen, The Royal Tenenbaums",
8957,Saw (2004),"Cary Elwes, Leigh Whannell, Danny Glover, Monica Potter, Ken Leung",James Wan,"detective, shotgun, sadism, flashback, hospital","Confidential Assignment, The Cave, Living in Oblivion, The Four Feathers, Medicine Man","Starz Apple TV Channel, Starz, DIRECTV, Starz Amazon Channel"
8958,Ray (2004),"Jamie Foxx, Kerry Washington, Regina King, Harry Lennix, Clifton Powell",Taylor Hackford,"black people, loss of loved one, country music, jazz, blindness and impaired vision","Just Cause, Flightplan, Scent of a Woman, Daredevil, Super Duper Alice Cooper",Amazon Prime Video
8959,Birth (2004),"Nicole Kidman, Cameron Bright, Danny Huston, Lauren Bacall, Alison Elliott",Jonathan Glazer,"new york city, loss of loved one, reincarnation, friends, little boy","1:1 Thierry Henry, Harlem Nights, To Wong Foo, Thanks for Everything! Julie Newmar, Final Destination 3, Thesis",
8961,"Incredibles, The (2004)","Craig T. Nelson, Holly Hunter, Sarah Vowell, Spencer Fox, Jason Lee",Brad Bird,"secret identity, hero, island, wretch, cartoon","Police Story, S.W.A.T., 11:14, Monster House, Mortal Kombat",Disney Plus
8964,Callas Forever (2002),"Fanny Ardant, Jeremy Irons, Joan Plowright, Jay Rodan, Gabriel Garko",Franco Zeffirelli,opera,"The Paris Opera, Marilyn Manson - Guns, God and Government World Tour, ZZ Top - Live from Texas, A Night at the Opera, André Rieu: Christmas in London",
8965,"Polar Express, The (2004)","Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari",Robert Zemeckis,"holiday, santa claus, nerd, faith, bell","The Family Stone, Broken Arrow, Eraser, Jingle All the Way, Glass Chin",
8966,Kinsey (2004),"Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard, Timothy Hutton",Bill Condon,"free love, sexuality, indiana, usa, professor, research","10, Just Cause, The Four Feathers, Medicine Man, The Faculty",
8967,Seed of Chucky (Child's Play 5) (2004),"Brad Dourif, Jennifer Tilly, Billy Boyd, Redman, Hannah Spearritt",Don Mancini,"baby, voodoo, evil doll, possession, murder","Tristan & Isolde, Police Story, Just Cause, The Element of Crime, Little Man",
8968,After the Sunset (2004),"Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle, Naomie Harris",Brett Ratner,"diamond, bahamas, master thief, crook couple, heist","S.W.A.T., Welcome to Collinwood, Hudson Hawk, High School High, The Last Boy Scout",
8969,Bridget Jones: The Edge of Reason (2004),"Renée Zellweger, Colin Firth, Hugh Grant, Jacinda Barrett, Jim Broadbent",Beeban Kidron,"london, england, lovesickness, thailand, clumsy fellow, to drop brick","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos, Ong Bak: Muay Thai Warrior","Amazon Prime Video, Hoopla"
8970,Finding Neverland (2004),"Johnny Depp, Kate Winslet, Julie Christie, Dustin Hoffman, Freddie Highmore",Marc Forster,"london, england, parent child relationship, becoming an adult, widow, theater play","10, The Good Son, Final Destination 3, The Avengers, The Man Who Knew Too Little",Hoopla
8972,National Treasure (2004),"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight",Jon Turteltaub,"new york city, philadelphia, pennsylvania, riddle, washington dc, usa, treasure","1:1 Thierry Henry, To Wong Foo, Thanks for Everything! Julie Newmar, The Four Feathers, Jingle All the Way, Witness",Disney Plus
8973,Bad Education (La mala educación) (2004),"Gael García Bernal, Fele Martínez, Daniel Giménez Cacho, Lluís Homar, Francisco Maestre",Pedro Almodóvar,"individual, transvestism, spain, sexual identity, transsexuality","Europa, To Wong Foo, Thanks for Everything! Julie Newmar, The Faculty, Beautiful Girls, S1m0ne",
8974,"SpongeBob SquarePants Movie, The (2004)","Tom Kenny, Bill Fagerbakke, Mr. Lawrence, Clancy Brown, Jeffrey Tambor",Mark Osborne,"ocean, sea, falsely accused, squid, live action and animation","The Brady Bunch Movie, Mighty Morphin Power Rangers: The Movie, Sgt. Bilko, Blue Crush, The Avengers","Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel"
8977,Alexander (2004),"Colin Farrell, Angelina Jolie, Val Kilmer, Jared Leto, Jonathan Rhys Meyers",Oliver Stone,"aristotle, egypt, greece, persia, emperor","Police Story, To Wong Foo, Thanks for Everything! Julie Newmar, Broken Arrow, Mortal Kombat, The Man in the Iron Mask",
8978,Christmas with the Kranks (2004),"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, M. Emmet Walsh, Elizabeth Franz",Joe Roth,"holiday, chicago, illinois, based on novel or book, husband wife relationship, christmas party","The Family Stone, Just Cause, Love Story, The Sword in the Stone, Jingle All the Way",
8979,Guerrilla: The Taking of Patty Hearst (2004),Patricia Hearst,Robert Stone,"kidnapping, indoctrination, anti establishment","Ace Ventura: When Nature Calls, Thesis, Transporter 2, Kiss the Girls, Man on Fire",Amazon Prime Video
8981,Closer (2004),"Julia Roberts, Jude Law, Natalie Portman, Clive Owen, Colin Stinton",Mike Nichols,"loss of loved one, love at first sight, parent child relationship, photographer, cheating","Only You, Medicine Man, The Good Son, John Tucker Must Die, Flightplan",Netflix
8982,I Am David (2003),"Ben Tibber, Jim Caviezel, Joan Plowright, Hristo Shopov, Silvia De Santis",Paul Feig,,,
8983,House of Flying Daggers (Shi mian mai fu) (2004),"Takeshi Kaneshiro, Andy Lau, Zhang Ziyi, Song Dandan, Hongfei Zhao",Zhang Yimou,"china, martial arts, swordplay, tang dynasty, government","Police Story, Hot Shots! Part Deux, Mortal Kombat, The Man in the Iron Mask, Ong Bak: Muay Thai Warrior",
8984,Ocean's Twelve (2004),"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy García",Steven Soderbergh,"rome, italy, sequel, heist, fabergé egg, golden egg","Young Guns II, Welcome to Collinwood, Hudson Hawk, Cliffhanger, Mad Max Beyond Thunderdome","DIRECTV, TNT, TBS, tru TV"
8985,Blade: Trinity (2004),"Wesley Snipes, Jessica Biel, Ryan Reynolds, Kris Kristofferson, Dominic Purcell",David S. Goyer,"loss of loved one, martial arts, fbi, vampire, fistfight","The Cave, Police Story, Tales from the Crypt: Demon Knight, The Four Feathers, Broken Arrow",
8989,Damn Yankees! (1958),"Tab Hunter, Gwen Verdon, Ray Walston, Russ Brown, Shannon Bolin",George Abbott,"baseball, femme fatale, devil","Species, Thir13en Ghosts, Fallen, L.A. Confidential, Field of Dreams",Amazon Prime Video
8998,That's Entertainment (1974),"Fred Astaire, Bing Crosby, Gene Kelly, Peter Lawford, Liza Minnelli",Jack Haley Jr.,hollywood,"Starry Eyes, Scream 3, Stuck on You, S.O.B., Swimming with Sharks",
9004,D.A.R.Y.L. (1985),"Barret Oliver, Mary Beth Hurt, Michael McKean, Kathryn Walker, Colleen Camp",Simon Wincer,"baseball, autopilot, forest, south carolina, computer","Wuthering Heights, Uncle Thomas: Accounting for the Days, Runaway, Lost in Space, Short Circuit",
9005,Fire in the Sky (1993),"D.B. Sweeney, Robert Patrick, Craig Sheffer, Peter Berg, Henry Thomas",Rob Lieberman,"based on novel or book, biography, police, woods, ufo","Confidential Assignment, Just Cause, Love Story, The Sword in the Stone, Harlem Nights","DIRECTV, Cinemax Amazon Channel"
9008,"Invisible Man Returns, The (1940)","Cedric Hardwicke, Vincent Price, Nan Grey, John Sutton, Cecil Kellaway",Joe May,"scotland yard, monster, insanity, sequel, murder","Tristan & Isolde, Police Story, The Element of Crime, Young Guns II, The Four Feathers",
9010,Love Me If You Dare (Jeux d'enfants) (2003),"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly, Emmanuelle Grönvold",Yann Samuell,"belgium, test of courage, crush","Election, Hergé: In the Shadow of Tintin, Kiss Kiss Bang Bang, The Nun's Story, Kim Possible: So the Drama","Hoopla, CBS"
9018,Control Room (2004),"Samir Khader, Josh Rushing, Hassan Ibrahim, Abdul Jabbar Al-Kubeisi, Nabeel Khoury",Jehane Noujaim,"journalism, translation, manipulation of the media, palestinian-israeli conflict, iraq","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, Hot Shots! Part Deux, John Tucker Must Die, Microcosmos",Amazon Prime Video
25746,"Hunchback of Notre Dame, The (1923)","Lon Chaney, Patsy Ruth Miller, Norman Kerry, Kate Lester, Winifred Bryson",Wallace Worsley,"paris, france, black and white, silent film, hunchback","Renaissance, An American Werewolf in Paris, Dead Men Don't Wear Plaid, The Bourne Identity, The Bourne Ultimatum","Amazon Prime Video, fuboTV, Paramount+ Amazon Channel, Classix, Fandor Amazon Channel"
25750,Sherlock Jr. (1924),"Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly, Ward Crane",Buster Keaton,"amateur detective, pickpocket, slapstick comedy, jungle, black and white","Medicine Man, Ace Ventura: When Nature Calls, The Jungle Book, The Goonies, Anaconda","Classix, FlixFling, IndieFlix"
25752,"Freshman, The (1925)","Harold Lloyd, Jobyna Ralston, Brooks Benedict, James Anderson, Hazel Keener",Fred C. Newmeyer,"silent film, college american football","The Triplets of Belleville, The Monster, Champagne, Wings, The Railrodder","Max, HBO Max, Max Amazon Channel, Criterion Channel, Classix"
25753,Greed (1924),"Gibson Gowland, Zasu Pitts, Jean Hersholt, Dale Fuller, Tempe Pigott",Erich von Stroheim,"gold, lottery, greed, marriage, gold mine","Tristan & Isolde, 10, Police Story, The Element of Crime, The Man",Classix
25757,"Jazz Singer, The (1927)","Al Jolson, May McAvoy, Warner Oland, Eugenie Besserer, Otto Lederer",Alan Crosland,"new york city, san francisco, california, dancer, parent child relationship, generations conflict","1:1 Thierry Henry, Europa, To Wong Foo, Thanks for Everything! Julie Newmar, The Good Son, Donnie Brasco",
25769,"Steamboat Bill, Jr. (1928)","Buster Keaton, Ernest Torrence, Tom McGuire, Marion Byron, Tom Lewis",Charles Reisner,"river, wind, girlfriend, jail, steamboat","Broken Arrow, Maverick, Renaissance, Dead Men Don't Wear Plaid, Half Baked","Amazon Prime Video, fuboTV, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, MGM Plus Roku Premium Channel, Criterion Channel, MGM Plus, Pure Flix, Fandor Amazon Channel, Cohen Media Amazon Channel"
25771,"Andalusian Dog, An (Chien andalou, Un) (1929)","Simone Mareuil, Pierre Batcheff, Luis Buñuel, Salvador Dalí, Robert Hommet",Luis Buñuel,"dream, cloud, razor, ant, surreal","Europa, Living in Oblivion, Waking Life, Medicine Man, Final Destination 3","Fandor Amazon Channel, FlixFling, IndieFlix"
25773,Little Caesar (1931),"Edward G. Robinson, Douglas Fairbanks Jr., Glenda Farrell, William Collier Jr., Sidney Blackmer",Mervyn LeRoy,"robbery, based on novel or book, gangster, rise and fall, crime boss","Tristan & Isolde, Police Story, Just Cause, Love Story, The Element of Crime",
25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),"Michel Simon, Marcelle Hainia, Sévérine Lerczinska, Jean Gehret, Max Dalban",Jean Renoir,,,Criterion Channel
25788,Scarface (1932),"Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins, C. Henry Gordon",Howard Hawks,"sibling relationship, chicago, illinois, alcohol, based on novel or book, prohibition era","Confidential Assignment, Tristan & Isolde, Police Story, Just Cause, Love Story",
25795,Dinner at Eight (1933),"Marie Dressler, John Barrymore, Wallace Beery, Jean Harlow, Lionel Barrymore",George Cukor,"new york city, adultery, blackmail, businessman, great depression","1:1 Thierry Henry, To Wong Foo, Thanks for Everything! Julie Newmar, The Longest Yard, Hudson Hawk, Donnie Brasco",
25797,Gold Diggers of 1933 (1933),"Joan Blondell, Aline MacMahon, Ruby Keeler, Dick Powell, Warren William",Mervyn LeRoy,"musical, great depression, mistaken identity, songwriter, pre-code","10, The Man, American Dreamz, The Jungle Book, El Mariachi",Max Amazon Channel
25805,"Atalante, L' (1934)","Michel Simon, Dita Parlo, Jean Dasté, Gilles Margaritis, Louis Lefebvre",Jean Vigo,"depression, marriage, surrealism, underwater, barge","10, South Park: Bigger, Longer & Uncut, Belle Époque, Mr. Jones, Evan Almighty",Criterion Channel
25825,Fury (1936),"Sylvia Sidney, Spencer Tracy, Walter Abel, Bruce Cabot, Edward Ellis",Fritz Lang,"small town, kidnapping, love, revenge, film noir","Tristan & Isolde, 10, Police Story, Just Cause, The Element of Crime",
25826,Libeled Lady (1936),"Jean Harlow, William Powell, Myrna Loy, Spencer Tracy, Walter Connolly",Jack Conway,"newspaper, fishing, marriage, love, lawyer","10, Click, Thir13en Ghosts, Le Divorce, Sorry If I Call You Love",
